year,1,2,3,4,5,6,7,8,9,10
2007,271.0,289.0,325.0,395.0,382.0,487.0,484.0,568.0,603.0,853.0
2008,250.0,413.0,377.0,416.0,474.0,568.0,563.0,632.0,647.0,916.0
2009,367.0,451.0,509.0,554.0,690.0,724.0,787.0,897.0,928.0,1197.0
2010,287.0,337.0,362.0,453.0,513.0,541.0,580.0,626.0,696.0,820.0
2011,305.0,371.0,342.0,467.0,486.0,567.0,602.0,594.0,698.0,723.0
2012,313.0,370.0,292.0,446.0,411.0,477.0,507.0,545.0,608.0,807.0
2013,308.0,373.0,406.0,454.0,532.0,584.0,630.0,738.0,670.0,855.0
2014,186.0,212.0,249.0,325.0,368.0,352.0,427.0,445.0,446.0,522.0
2015,326.0,335.0,405.0,486.0,501.0,550.0,732.0,732.0,779.0,1020.0
2016,249.0,330.0,357.0,444.0,466.0,504.0,576.0,720.0,776.0,1016.0
2017,246.0,289.0,339.0,389.0,436.0,516.0,653.0,698.0,736.0,1025.0
2018,220.0,212.0,243.0,280.0,308.0,302.0,374.0,472.0,458.0,598.0
2019,186.0,223.0,220.0,297.0,344.0,389.0,493.0,535.0,544.0,736.0
2020,544.0,669.0,748.0,904.0,961.0,1103.0,1200.0,1255.0,1494.0,1857.0
