year,1,2,3,4,5,6,7,8,9,10
2007,577.0,415.0,369.0,436.0,407.0,404.0,437.0,471.0,537.0,604.0
2008,669.0,502.0,448.0,472.0,485.0,436.0,472.0,520.0,539.0,714.0
2009,952.0,764.0,643.0,677.0,608.0,582.0,597.0,688.0,722.0,867.0
2010,666.0,481.0,448.0,453.0,404.0,419.0,550.0,504.0,611.0,682.0
2011,666.0,467.0,486.0,481.0,450.0,488.0,492.0,463.0,569.0,597.0
2012,562.0,440.0,439.0,426.0,408.0,410.0,461.0,452.0,514.0,666.0
2013,795.0,519.0,509.0,481.0,432.0,449.0,516.0,547.0,625.0,676.0
2014,487.0,335.0,320.0,293.0,309.0,305.0,336.0,288.0,407.0,453.0
2015,789.0,542.0,486.0,505.0,491.0,535.0,562.0,530.0,623.0,806.0
2016,813.0,471.0,402.0,444.0,453.0,464.0,524.0,537.0,622.0,710.0
2017,781.0,513.0,498.0,514.0,452.0,433.0,501.0,494.0,526.0,616.0
2018,488.0,283.0,297.0,337.0,329.0,287.0,372.0,306.0,379.0,393.0
2019,636.0,358.0,325.0,350.0,316.0,298.0,414.0,380.0,414.0,475.0
2020,1290.0,950.0,836.0,864.0,838.0,883.0,972.0,1122.0,1295.0,1683.0
