year,1,2,3,4,5,6,7,8,9,10
2007,513.0,537.0,637.0,683.0,666.0,675.0,794.0,738.0,968.0,909.0
2008,644.0,674.0,777.0,684.0,779.0,759.0,996.0,1055.0,1026.0,1160.0
2009,708.0,782.0,881.0,898.0,883.0,981.0,1259.0,1165.0,1250.0,1289.0
2010,499.0,523.0,634.0,626.0,609.0,709.0,843.0,903.0,881.0,916.0
2011,416.0,558.0,662.0,691.0,781.0,799.0,979.0,929.0,1060.0,1011.0
2012,552.0,651.0,691.0,693.0,815.0,743.0,861.0,882.0,842.0,891.0
2013,566.0,686.0,792.0,622.0,819.0,837.0,971.0,1176.0,909.0,942.0
2014,514.0,560.0,567.0,552.0,563.0,746.0,808.0,846.0,743.0,818.0
2015,492.0,465.0,658.0,569.0,727.0,773.0,1010.0,969.0,934.0,785.0
2016,497.0,569.0,571.0,581.0,855.0,860.0,1011.0,1157.0,944.0,1127.0
2017,357.0,449.0,472.0,419.0,540.0,619.0,717.0,965.0,671.0,778.0
2018,398.0,497.0,532.0,523.0,613.0,690.0,867.0,927.0,798.0,962.0
2019,357.0,457.0,490.0,473.0,495.0,523.0,807.0,855.0,684.0,692.0
2020,583.0,730.0,779.0,818.0,1064.0,1021.0,1235.0,1583.0,1312.0,1586.0
