year,1,2,3,4,5,6,7,8,9,10
2007,537.0,550.0,592.0,596.0,649.0,714.0,708.0,778.0,1021.0,958.0
2008,622.0,564.0,764.0,802.0,674.0,814.0,920.0,991.0,1169.0,1232.0
2009,735.0,711.0,842.0,845.0,959.0,1035.0,1055.0,1244.0,1337.0,1330.0
2010,550.0,441.0,554.0,597.0,651.0,735.0,874.0,851.0,947.0,942.0
2011,400.0,509.0,525.0,731.0,805.0,801.0,945.0,1059.0,1041.0,1065.0
2012,577.0,626.0,615.0,728.0,649.0,797.0,908.0,1026.0,734.0,957.0
2013,625.0,577.0,710.0,702.0,772.0,870.0,984.0,945.0,984.0,1147.0
2014,531.0,505.0,495.0,642.0,599.0,605.0,850.0,847.0,844.0,798.0
2015,477.0,511.0,520.0,618.0,682.0,812.0,1025.0,889.0,916.0,930.0
2016,517.0,497.0,557.0,608.0,697.0,872.0,1196.0,1053.0,1046.0,1128.0
2017,356.0,486.0,384.0,423.0,472.0,652.0,908.0,737.0,736.0,829.0
2018,415.0,481.0,451.0,472.0,627.0,663.0,922.0,841.0,854.0,1078.0
2019,387.0,407.0,414.0,470.0,503.0,619.0,679.0,761.0,784.0,810.0
2020,595.0,680.0,712.0,775.0,1008.0,1232.0,1371.0,1229.0,1378.0,1729.0
